# parsed arguments: Namespace(benchmark='Q6c3f9', dsl='meta_visqa', skeletons='visqa_normal', strategy='TaPas_C', fallback='auto', timeout=300, mode='full', expected_only=False)
# loading benchmark...
# table keywords: {'variety', 'grand', '84.59999', '475', 'farm', '85.83333', '72.23334', 'orange', 'glabron', '76.63334', '60.83334', 'duluth', '66.83333', '79.09999', '34.93333', '46.3', 'svansota', '61.8', '92.93333', '63.36667', '77.36667', '73.39999', 'waseca', '56.3', '62.16667', '76.23333', '54.66667', '85.76667', '53.9', '43.56666', '69.70001', 'university', 'yield', '88.76666', '87.63333', '65.63333', '60.8', 'velvet', '55.1', 'site', '48.76667', '110.4667', '47.93333', '51.63334', '90.4', '51.53334', 'crookston', '61.46667', '64.3', 'wisconsin', '38', '77.3', '79.86666', 'trebi', '44.83334', '82.33334', 'no.', '113.0666', '60.93333', 'color', 'rapids', '50.6', 'morris', '55.26666', '100.3', 'teal', 'red', '116.96667', 'peatland', '62.56667', 'blue', '50.4', '55.13334', '66.7', 'manchuria', '61.1', 'sum', 'green', '63.9', '64.53333', '88.03334', '73.06667', '457', '64.96666', '60.43333', '55.53334', '462', '72.9', '80.0', 'yellow'}
# input type: [dtype('O'), dtype('O'), dtype('float64'), dtype('O')]
# input is:
             variety             site  Sum of yield   color
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['Sum of yield', 'color'], 'sum', 'Sum of yield'], 'eqmax', 'Sum of yield'], ['COL0']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], sum, 2), eqmax, 0), ['-99', '-1'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['Sum of yield', 'color'], 'sum', 'Sum of yield'], 'eqmax', 'Sum of yield'], ['COL0']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], sum, 2), eqmax, 0), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['Sum of yield', 'color'], 'sum', 'Sum of yield'], 'eqmax', 'Sum of yield'], ['Sum of yield']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], sum, 2), eqmax, 2), ['0'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['Sum of yield', 'color'], 'sum', 'Sum of yield'], 'eqmax', 'COL0'], ['Sum of yield']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], sum, 2), eqmax, 2), ['2'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['Sum of yield', 'color'], 'sum', 'Sum of yield'], 'eqmax', 'COL0'], ['COL0']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], sum, 2), eqmax, 2), ['-99', '-1'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['Sum of yield', 'color'], 'sum', 'Sum of yield'], 'eqmax', 'COL0'], ['COL0']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], sum, 2), eqmax, 2), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['Sum of yield', 'color'], 'sum', 'Sum of yield'], 'eqmax', 'COL0'], ['Sum of yield']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], max, 2), eqmax, 0), ['0'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['Sum of yield', 'color'], 'max', 'Sum of yield'], 'eqmax', 'Sum of yield'], ['Sum of yield']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], max, 2), eqmax, 0), ['2'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['Sum of yield', 'color'], 'max', 'Sum of yield'], 'eqmax', 'Sum of yield'], ['COL0']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], max, 2), eqmax, 0), ['-99', '-1'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['Sum of yield', 'color'], 'max', 'Sum of yield'], 'eqmax', 'Sum of yield'], ['COL0']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], max, 2), eqmax, 0), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['Sum of yield', 'color'], 'max', 'Sum of yield'], 'eqmax', 'Sum of yield'], ['Sum of yield']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], max, 2), eqmax, 2), ['0'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['Sum of yield', 'color'], 'max', 'Sum of yield'], 'eqmax', 'COL0'], ['Sum of yield']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], max, 2), eqmax, 2), ['2'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['Sum of yield', 'color'], 'max', 'Sum of yield'], 'eqmax', 'COL0'], ['COL0']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], max, 2), eqmax, 2), ['-99', '-1'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['Sum of yield', 'color'], 'max', 'Sum of yield'], 'eqmax', 'COL0'], ['COL0']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], max, 2), eqmax, 2), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['Sum of yield', 'color'], 'max', 'Sum of yield'], 'eqmax', 'COL0'], ['Sum of yield']]
    # SelectCol(SelectRow0(@param0, eqmax, 2), ['2'])
      --> ['SelectCol', ['SelectRow0', 'input@0', 'eqmax', 'Sum of yield'], ['Sum of yield']]
    # Summarize(@param0, max, 2)
      --> ['Summarize', 'input@0', 'max', 'Sum of yield']
# (t=40.67) fallback i=4, candidate=[{'ANSWER': 34.93333}]
  # found 0 program(s)
# (t=43.74) fallback i=5, candidate=[{'ANSWER': 43.56666}]
  # found 0 program(s)
# (t=46.82) fallback i=6, candidate=[{'ANSWER': 44.83334}]
  # found 0 program(s)
# (t=49.89) fallback i=7, candidate=[{'ANSWER': 46.3}]
  # found 0 program(s)
# (t=52.92) fallback i=8, candidate=[{'ANSWER': 47.93333}]
  # found 0 program(s)
# (t=55.99) fallback i=9, candidate=[{'ANSWER': 48.76667}]
  # found 0 program(s)
# (t=59.06) fallback i=10, candidate=[{'ANSWER': 50.4}]
  # found 0 program(s)
# (t=62.13) fallback i=11, candidate=[{'ANSWER': 50.6}]
  # found 0 program(s)
# (t=65.57) fallback i=12, candidate=[{'ANSWER': 51.53334}]
  # found 0 program(s)
# (t=68.64) fallback i=13, candidate=[{'ANSWER': 51.63334}]
  # found 0 program(s)
# (t=71.73) fallback i=14, candidate=[{'ANSWER': 53.9}]
  # found 0 program(s)
# (t=74.75) fallback i=15, candidate=[{'ANSWER': 54.66667}]
  # found 0 program(s)
# (t=77.78) fallback i=16, candidate=[{'ANSWER': 55.1}]
  # found 0 program(s)
# (t=80.82) fallback i=17, candidate=[{'ANSWER': 55.13334}]
  # found 0 program(s)
# (t=83.85) fallback i=18, candidate=[{'ANSWER': 55.26666}]
  # found 0 program(s)
# (t=86.87) fallback i=19, candidate=[{'ANSWER': 55.53334}]
  # found 0 program(s)
# (t=89.86) fallback i=20, candidate=[{'ANSWER': 56.3}]
  # found 0 program(s)
# (t=92.83) fallback i=21, candidate=[{'ANSWER': 60.43333}]
  # found 0 program(s)
# (t=95.85) fallback i=22, candidate=[{'ANSWER': 60.8}]
  # found 0 program(s)
# (t=98.85) fallback i=23, candidate=[{'ANSWER': 60.83334}]
  # found 0 program(s)
# (t=101.88) fallback i=24, candidate=[{'ANSWER': 60.93333}]
  # found 0 program(s)
# (t=104.86) fallback i=25, candidate=[{'ANSWER': 61.1}]
  # found 0 program(s)
# (t=107.85) fallback i=26, candidate=[{'ANSWER': 61.46667}]
  # found 0 program(s)
# (t=110.87) fallback i=27, candidate=[{'ANSWER': 61.8}]
  # found 0 program(s)
# (t=114.19) fallback i=28, candidate=[{'ANSWER': 62.16667}]
  # found 0 program(s)
# (t=117.22) fallback i=29, candidate=[{'ANSWER': 62.56667}]
  # found 0 program(s)
# (t=120.22) fallback i=30, candidate=[{'ANSWER': 63.36667}]
  # found 0 program(s)
# (t=123.20) fallback i=31, candidate=[{'ANSWER': 63.9}]
  # found 0 program(s)
# (t=126.17) fallback i=32, candidate=[{'ANSWER': 64.3}]
  # found 0 program(s)
# (t=129.15) fallback i=33, candidate=[{'ANSWER': 64.53333}]
  # found 0 program(s)
# (t=132.09) fallback i=34, candidate=[{'ANSWER': 64.96666}]
  # found 0 program(s)
# (t=135.02) fallback i=35, candidate=[{'ANSWER': 65.63333}]
  # found 0 program(s)
# (t=137.97) fallback i=36, candidate=[{'ANSWER': 66.7}]
  # found 0 program(s)
# (t=140.95) fallback i=37, candidate=[{'ANSWER': 66.83333}]
  # found 2 program(s)
    # SelectCol(SelectRow0(GroupSum(@param0, ['2'], sum, 2), eqmax, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['Sum of yield'], 'sum', 'Sum of yield'], 'eqmax', 'COL0'], ['Sum of yield']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['2'], sum, 2), eqmax, 1), ['-1'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['Sum of yield'], 'sum', 'Sum of yield'], 'eqmax', 'COL0'], ['Sum of yield']]
# (t=143.96) fallback i=38, candidate=[{'ANSWER': 69.70001}]
  # found 0 program(s)
# (t=147.02) fallback i=39, candidate=[{'ANSWER': 72.23334}]
  # found 0 program(s)
# (t=150.03) fallback i=40, candidate=[{'ANSWER': 72.9}]
  # found 0 program(s)
# (t=153.00) fallback i=41, candidate=[{'ANSWER': 73.06667}]
  # found 0 program(s)
# (t=156.01) fallback i=42, candidate=[{'ANSWER': 73.39999}]
  # found 0 program(s)
# (t=159.02) fallback i=43, candidate=[{'ANSWER': 76.23333}]
  # found 0 program(s)
# (t=162.37) fallback i=44, candidate=[{'ANSWER': 76.63334}]
  # found 0 program(s)
# (t=165.39) fallback i=45, candidate=[{'ANSWER': 77.3}]
  # found 0 program(s)
# (t=168.37) fallback i=46, candidate=[{'ANSWER': 77.36667}]
  # found 0 program(s)
# (t=171.37) fallback i=47, candidate=[{'ANSWER': 79.09999}]
  # found 0 program(s)
# (t=174.36) fallback i=48, candidate=[{'ANSWER': 79.86666}]
  # found 0 program(s)
# (t=177.39) fallback i=49, candidate=[{'ANSWER': 80.0}]
  # found 0 program(s)
# (t=180.41) fallback i=50, candidate=[{'ANSWER': 82.33334}]
  # found 0 program(s)
# (t=183.38) fallback i=51, candidate=[{'ANSWER': 84.59999}]
  # found 0 program(s)
# (t=186.37) fallback i=52, candidate=[{'ANSWER': 85.76667}]
  # found 0 program(s)
# (t=189.42) fallback i=53, candidate=[{'ANSWER': 85.83333}]
  # found 0 program(s)
# (t=192.47) fallback i=54, candidate=[{'ANSWER': 87.63333}]
  # found 0 program(s)
# (t=195.52) fallback i=55, candidate=[{'ANSWER': 88.03334}]
  # found 0 program(s)
# (t=198.54) fallback i=56, candidate=[{'ANSWER': 88.76666}]
  # found 0 program(s)
# (t=201.59) fallback i=57, candidate=[{'ANSWER': 90.4}]
  # found 0 program(s)
# (t=204.66) fallback i=58, candidate=[{'ANSWER': 92.93333}]
  # found 0 program(s)
# (t=207.75) fallback i=59, candidate=[{'ANSWER': 'Crookston'}]
  # found 0 program(s)
# (t=210.81) fallback i=60, candidate=[{'ANSWER': 'Duluth'}]
  # found 0 program(s)
# (t=214.18) fallback i=61, candidate=[{'ANSWER': 'Glabron'}]
  # found 0 program(s)
# (t=217.19) fallback i=62, candidate=[{'ANSWER': 'Grand Rapids'}]
  # found 0 program(s)
# (t=220.16) fallback i=63, candidate=[{'ANSWER': 'Manchuria'}]
  # found 0 program(s)
# (t=223.15) fallback i=64, candidate=[{'ANSWER': 'Morris'}]
  # found 0 program(s)
# (t=226.17) fallback i=65, candidate=[{'ANSWER': 'No. 457'}]
  # found 0 program(s)
# (t=229.18) fallback i=66, candidate=[{'ANSWER': 'No. 462'}]
  # found 0 program(s)
# (t=232.16) fallback i=67, candidate=[{'ANSWER': 'No. 475'}]
  # found 0 program(s)
# (t=235.17) fallback i=68, candidate=[{'ANSWER': 'Peatland'}]
  # found 0 program(s)
# (t=238.21) fallback i=69, candidate=[{'ANSWER': 'Sum of yield'}]
  # found 0 program(s)
# (t=240.04) fallback i=70, candidate=[{'ANSWER': 'Svansota'}]
  # found 0 program(s)
# (t=243.07) fallback i=71, candidate=[{'ANSWER': 'Trebi'}]
  # found 2 program(s)
    # SelectCol(SelectRow0(GroupSum(@param0, ['0'], sum, 2), eqmax, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['variety'], 'sum', 'Sum of yield'], 'eqmax', 'COL0'], ['variety']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['0'], sum, 2), eqmax, 1), ['-1'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['variety'], 'sum', 'Sum of yield'], 'eqmax', 'COL0'], ['variety']]
# (t=246.12) fallback i=72, candidate=[{'ANSWER': 'University Farm'}]
  # found 0 program(s)
# (t=249.13) fallback i=73, candidate=[{'ANSWER': 'Velvet'}]
  # found 0 program(s)
# (t=252.16) fallback i=74, candidate=[{'ANSWER': 'Waseca'}]
  # found 21 program(s)
    # SelectCol(SelectRow0(GroupSum(@param0, ['1'], sum, 2), eqmax, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['site'], 'sum', 'Sum of yield'], 'eqmax', 'COL0'], ['site']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['1'], sum, 2), eqmax, 1), ['-1'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['site'], 'sum', 'Sum of yield'], 'eqmax', 'COL0'], ['site']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['1'], max, 2), eqmax, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['site'], 'max', 'Sum of yield'], 'eqmax', 'COL0'], ['site']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['1'], max, 2), eqmax, 1), ['-1'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['site'], 'max', 'Sum of yield'], 'eqmax', 'COL0'], ['site']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['0', '1'], sum, 2), eqmax, 2), ['1'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['variety', 'site'], 'sum', 'Sum of yield'], 'eqmax', 'COL0'], ['site']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['0', '1'], sum, 2), eqmax, 2), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['variety', 'site'], 'sum', 'Sum of yield'], 'eqmax', 'COL0'], ['site']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['0', '1'], max, 2), eqmax, 2), ['1'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['variety', 'site'], 'max', 'Sum of yield'], 'eqmax', 'COL0'], ['site']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['0', '1'], max, 2), eqmax, 2), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['variety', 'site'], 'max', 'Sum of yield'], 'eqmax', 'COL0'], ['site']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], sum, 2), eqmax, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['site', 'Sum of yield'], 'sum', 'Sum of yield'], 'eqmax', 'Sum of yield'], ['site']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], sum, 2), eqmax, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['site', 'Sum of yield'], 'sum', 'Sum of yield'], 'eqmax', 'Sum of yield'], ['site']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], sum, 2), eqmax, 2), ['0'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['site', 'Sum of yield'], 'sum', 'Sum of yield'], 'eqmax', 'COL0'], ['site']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], sum, 2), eqmax, 2), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['site', 'Sum of yield'], 'sum', 'Sum of yield'], 'eqmax', 'COL0'], ['site']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], max, 2), eqmax, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['site', 'Sum of yield'], 'max', 'Sum of yield'], 'eqmax', 'Sum of yield'], ['site']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], max, 2), eqmax, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['site', 'Sum of yield'], 'max', 'Sum of yield'], 'eqmax', 'Sum of yield'], ['site']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], max, 2), eqmax, 2), ['0'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['site', 'Sum of yield'], 'max', 'Sum of yield'], 'eqmax', 'COL0'], ['site']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], max, 2), eqmax, 2), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['site', 'Sum of yield'], 'max', 'Sum of yield'], 'eqmax', 'COL0'], ['site']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['1', '3'], sum, 2), eqmax, 2), ['0'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['site', 'color'], 'sum', 'Sum of yield'], 'eqmax', 'COL0'], ['site']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['1', '3'], sum, 2), eqmax, 2), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['site', 'color'], 'sum', 'Sum of yield'], 'eqmax', 'COL0'], ['site']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['1', '3'], max, 2), eqmax, 2), ['0'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['site', 'color'], 'max', 'Sum of yield'], 'eqmax', 'COL0'], ['site']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['1', '3'], max, 2), eqmax, 2), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['site', 'color'], 'max', 'Sum of yield'], 'eqmax', 'COL0'], ['site']]
    # SelectCol(SelectRow0(@param0, eqmax, 2), ['1'])
      --> ['SelectCol', ['SelectRow0', 'input@0', 'eqmax', 'Sum of yield'], ['site']]
# (t=255.22) fallback i=75, candidate=[{'ANSWER': 'Wisconsin No. 38'}]
  # found 19 program(s)
    # SelectCol(SelectRow0(GroupSum(@param0, ['0'], max, 2), eqmax, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['variety'], 'max', 'Sum of yield'], 'eqmax', 'COL0'], ['variety']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['0'], max, 2), eqmax, 1), ['-1'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['variety'], 'max', 'Sum of yield'], 'eqmax', 'COL0'], ['variety']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['0', '1'], sum, 2), eqmax, 2), ['0'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['variety', 'site'], 'sum', 'Sum of yield'], 'eqmax', 'COL0'], ['variety']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['0', '1'], sum, 2), eqmax, 2), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['variety', 'site'], 'sum', 'Sum of yield'], 'eqmax', 'COL0'], ['variety']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['0', '1'], max, 2), eqmax, 2), ['0'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['variety', 'site'], 'max', 'Sum of yield'], 'eqmax', 'COL0'], ['variety']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['0', '1'], max, 2), eqmax, 2), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['variety', 'site'], 'max', 'Sum of yield'], 'eqmax', 'COL0'], ['variety']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], sum, 2), eqmax, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['variety', 'Sum of yield'], 'sum', 'Sum of yield'], 'eqmax', 'Sum of yield'], ['variety']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], sum, 2), eqmax, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['variety', 'Sum of yield'], 'sum', 'Sum of yield'], 'eqmax', 'Sum of yield'], ['variety']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], sum, 2), eqmax, 2), ['0'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['variety', 'Sum of yield'], 'sum', 'Sum of yield'], 'eqmax', 'COL0'], ['variety']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], sum, 2), eqmax, 2), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['variety', 'Sum of yield'], 'sum', 'Sum of yield'], 'eqmax', 'COL0'], ['variety']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], max, 2), eqmax, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['variety', 'Sum of yield'], 'max', 'Sum of yield'], 'eqmax', 'Sum of yield'], ['variety']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], max, 2), eqmax, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['variety', 'Sum of yield'], 'max', 'Sum of yield'], 'eqmax', 'Sum of yield'], ['variety']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], max, 2), eqmax, 2), ['0'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['variety', 'Sum of yield'], 'max', 'Sum of yield'], 'eqmax', 'COL0'], ['variety']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], max, 2), eqmax, 2), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['variety', 'Sum of yield'], 'max', 'Sum of yield'], 'eqmax', 'COL0'], ['variety']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['0', '3'], sum, 2), eqmax, 2), ['0'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['variety', 'color'], 'sum', 'Sum of yield'], 'eqmax', 'COL0'], ['variety']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['0', '3'], sum, 2), eqmax, 2), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['variety', 'color'], 'sum', 'Sum of yield'], 'eqmax', 'COL0'], ['variety']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['0', '3'], max, 2), eqmax, 2), ['0'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['variety', 'color'], 'max', 'Sum of yield'], 'eqmax', 'COL0'], ['variety']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['0', '3'], max, 2), eqmax, 2), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['variety', 'color'], 'max', 'Sum of yield'], 'eqmax', 'COL0'], ['variety']]
    # SelectCol(SelectRow0(@param0, eqmax, 2), ['0'])
      --> ['SelectCol', ['SelectRow0', 'input@0', 'eqmax', 'Sum of yield'], ['variety']]
# (t=258.31) fallback i=76, candidate=[{'ANSWER': 'blue'}]
  # found 0 program(s)
# (t=261.63) fallback i=77, candidate=[{'ANSWER': 'color'}]
  # found 0 program(s)
# (t=263.43) fallback i=78, candidate=[{'ANSWER': 'green'}]
  # found 0 program(s)
# (t=266.41) fallback i=79, candidate=[{'ANSWER': 'orange'}]
  # found 0 program(s)
# (t=269.41) fallback i=80, candidate=[{'ANSWER': 'red'}]
  # found 0 program(s)
# (t=272.41) fallback i=81, candidate=[{'ANSWER': 'site'}]
  # found 0 program(s)
# (t=274.22) fallback i=82, candidate=[{'ANSWER': 'teal'}]
  # found 0 program(s)
# (t=277.25) fallback i=83, candidate=[{'ANSWER': 'variety'}]
  # found 0 program(s)
# (t=279.06) fallback i=84, candidate=[{'ANSWER': 'yellow'}]
  # found 21 program(s)
    # SelectCol(SelectRow0(GroupSum(@param0, ['3'], sum, 2), eqmax, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['color'], 'sum', 'Sum of yield'], 'eqmax', 'COL0'], ['color']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['3'], sum, 2), eqmax, 1), ['-1'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['color'], 'sum', 'Sum of yield'], 'eqmax', 'COL0'], ['color']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['3'], max, 2), eqmax, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['color'], 'max', 'Sum of yield'], 'eqmax', 'COL0'], ['color']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['3'], max, 2), eqmax, 1), ['-1'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['color'], 'max', 'Sum of yield'], 'eqmax', 'COL0'], ['color']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['0', '3'], sum, 2), eqmax, 2), ['1'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['variety', 'color'], 'sum', 'Sum of yield'], 'eqmax', 'COL0'], ['color']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['0', '3'], sum, 2), eqmax, 2), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['variety', 'color'], 'sum', 'Sum of yield'], 'eqmax', 'COL0'], ['color']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['0', '3'], max, 2), eqmax, 2), ['1'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['variety', 'color'], 'max', 'Sum of yield'], 'eqmax', 'COL0'], ['color']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['0', '3'], max, 2), eqmax, 2), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['variety', 'color'], 'max', 'Sum of yield'], 'eqmax', 'COL0'], ['color']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['1', '3'], sum, 2), eqmax, 2), ['1'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['site', 'color'], 'sum', 'Sum of yield'], 'eqmax', 'COL0'], ['color']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['1', '3'], sum, 2), eqmax, 2), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['site', 'color'], 'sum', 'Sum of yield'], 'eqmax', 'COL0'], ['color']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['1', '3'], max, 2), eqmax, 2), ['1'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['site', 'color'], 'max', 'Sum of yield'], 'eqmax', 'COL0'], ['color']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['1', '3'], max, 2), eqmax, 2), ['-99', '-2'])
