# parsed arguments: Namespace(benchmark='Q4ec94', dsl='meta_visqa', skeletons='visqa_normal', strategy='TaPas_C', fallback='auto', timeout=300, mode='abstract-only', expected_only=False)
# loading benchmark...
# table keywords: {'blue', 'percent', '23', 'african', 'color', 'race', 'white', '31', '44', 'latino', 'american'}
# input type: [dtype('O'), dtype('int64'), dtype('O')]
# input is:
               race  percent color
0             White       44  blue
1  African American       31  blue
2            Latino       23  blue
# query is: What race has the second most employer pensions percentage wise?
# expected output type:[dtype('O')]
# expected output is:
             ANSWER
0  African American
# inferred DSL terminals:
  # ConstVal: ['blue@Str', 'percent@Str', 'White@Str', '44@Int', 'Latino@Str', 'color@Str', 'race@Str', 'African American@Str', '23@Int', '31@Int']
     # cmap: [(None, 'blue'), (None, 'percent'), (None, 'White'), (None, 44), (None, 'Latino'), (None, 'color'), (None, 'race'), (None, 'African American'), (None, 23), (None, 31)]
# loading skeleton list...

# ========== candidate program report ========== #
# (t=0.00) i=0, candidate=[{'ANSWER': 'African American'}]
  # found 220 program(s)
    # SelectCol(SelectRow0(SelectRow1(@param0, <, 1, 44@Int), eqmax, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '<', 'percent', 44], 'eqmax', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, <, 1, 44@Int), eqmax, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '<', 'percent', 44], 'eqmax', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, <=, 1, 31@Int), eqmax, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '<=', 'percent', 31], 'eqmax', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, <=, 1, 31@Int), eqmax, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '<=', 'percent', 31], 'eqmax', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, >=, 1, 31@Int), eqmin, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '>=', 'percent', 31], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, >=, 1, 31@Int), eqmin, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '>=', 'percent', 31], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, >, 1, 23@Int), eqmin, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '>', 'percent', 23], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, >, 1, 23@Int), eqmin, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '>', 'percent', 23], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 0, White@Str), eqmax, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'race', 'White'], 'eqmax', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 0, White@Str), eqmax, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'race', 'White'], 'eqmax', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 0, Latino@Str), eqmin, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'race', 'Latino'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 0, Latino@Str), eqmin, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'race', 'Latino'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 1, 44@Int), eqmax, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'percent', 44], 'eqmax', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 1, 44@Int), eqmax, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'percent', 44], 'eqmax', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 1, 23@Int), eqmin, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'percent', 23], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 1, 23@Int), eqmin, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'percent', 23], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <, 1, 44@Int), ==, 0, African American@Str), ['0'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'percent', 44], '==', 'race', 'African American'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 0, percent@Str), eqmin, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'race', 'percent'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 0, percent@Str), eqmin, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'race', 'percent'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 0, White@Str), eqmin, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'race', 'White'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 0, White@Str), eqmin, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'race', 'White'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 0, 44@Int), eqmin, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'race', 44], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 0, 44@Int), eqmin, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'race', 44], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 0, color@Str), eqmin, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'race', 'color'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 0, color@Str), eqmin, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'race', 'color'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 0, race@Str), eqmin, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'race', 'race'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 0, race@Str), eqmin, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'race', 'race'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 0, African American@Str), eqmin, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'race', 'African American'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 0, African American@Str), eqmin, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'race', 'African American'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 0, 23@Int), eqmin, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'race', 23], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 0, 23@Int), eqmin, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'race', 23], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 0, 31@Int), eqmin, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'race', 31], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 0, 31@Int), eqmin, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'race', 31], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 1, blue@Str), eqmin, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'percent', 'blue'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 1, blue@Str), eqmin, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'percent', 'blue'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 1, percent@Str), eqmin, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'percent', 'percent'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 1, percent@Str), eqmin, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'percent', 'percent'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 1, White@Str), eqmin, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'percent', 'White'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 1, White@Str), eqmin, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'percent', 'White'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 1, 44@Int), eqmin, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'percent', 44], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 1, 44@Int), eqmin, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'percent', 44], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 1, Latino@Str), eqmin, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'percent', 'Latino'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 1, Latino@Str), eqmin, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'percent', 'Latino'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 1, color@Str), eqmin, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'percent', 'color'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 1, color@Str), eqmin, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'percent', 'color'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 1, race@Str), eqmin, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'percent', 'race'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 1, race@Str), eqmin, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'percent', 'race'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 1, African American@Str), eqmin, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'percent', 'African American'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 1, African American@Str), eqmin, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'percent', 'African American'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 1, 31@Int), eqmin, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'percent', 31], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 1, 31@Int), eqmin, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'percent', 31], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 2, percent@Str), eqmin, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'color', 'percent'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 2, percent@Str), eqmin, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'color', 'percent'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 2, White@Str), eqmin, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'color', 'White'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 2, White@Str), eqmin, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'color', 'White'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 2, 44@Int), eqmin, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'color', 44], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 2, 44@Int), eqmin, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'color', 44], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 2, Latino@Str), eqmin, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'color', 'Latino'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 2, Latino@Str), eqmin, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'color', 'Latino'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 2, color@Str), eqmin, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'color', 'color'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 2, color@Str), eqmin, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'color', 'color'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 2, race@Str), eqmin, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'color', 'race'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 2, race@Str), eqmin, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'color', 'race'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 2, African American@Str), eqmin, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'color', 'African American'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 2, African American@Str), eqmin, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'color', 'African American'], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 2, 23@Int), eqmin, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'color', 23], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 2, 23@Int), eqmin, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'color', 23], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 2, 31@Int), eqmin, 1), ['0'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'color', 31], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 2, 31@Int), eqmin, 1), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'color', 31], 'eqmin', 'percent'], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <, 1, 44@Int), <, 1, 31@Int), ['0'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'percent', 44], '<', 'percent', 31], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <, 1, 44@Int), <, 1, 31@Int), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'percent', 44], '<', 'percent', 31], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <, 1, 44@Int), <=, 1, 23@Int), ['0'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'percent', 44], '<=', 'percent', 23], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <, 1, 44@Int), <=, 1, 23@Int), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'percent', 44], '<=', 'percent', 23], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <, 1, 44@Int), ==, 0, Latino@Str), ['0'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'percent', 44], '==', 'race', 'Latino'], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <, 1, 44@Int), ==, 0, Latino@Str), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'percent', 44], '==', 'race', 'Latino'], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <, 1, 44@Int), ==, 1, 23@Int), ['0'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'percent', 44], '==', 'percent', 23], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <, 1, 44@Int), ==, 1, 23@Int), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'percent', 44], '==', 'percent', 23], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <, 1, 44@Int), !=, 0, African American@Str), ['0'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'percent', 44], '!=', 'race', 'African American'], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <, 1, 44@Int), !=, 0, African American@Str), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'percent', 44], '!=', 'race', 'African American'], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <, 1, 44@Int), !=, 1, 31@Int), ['0'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'percent', 44], '!=', 'percent', 31], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <, 1, 44@Int), !=, 1, 31@Int), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'percent', 44], '!=', 'percent', 31], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <=, 1, 44@Int), <, 1, 31@Int), ['0'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<=', 'percent', 44], '<', 'percent', 31], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <=, 1, 44@Int), <, 1, 31@Int), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<=', 'percent', 44], '<', 'percent', 31], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <=, 1, 44@Int), <=, 1, 23@Int), ['0'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<=', 'percent', 44], '<=', 'percent', 23], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <=, 1, 44@Int), <=, 1, 23@Int), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<=', 'percent', 44], '<=', 'percent', 23], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <=, 1, 44@Int), ==, 0, Latino@Str), ['0'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<=', 'percent', 44], '==', 'race', 'Latino'], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <=, 1, 44@Int), ==, 0, Latino@Str), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<=', 'percent', 44], '==', 'race', 'Latino'], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <=, 1, 44@Int), ==, 1, 23@Int), ['0'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<=', 'percent', 44], '==', 'percent', 23], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <=, 1, 44@Int), ==, 1, 23@Int), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<=', 'percent', 44], '==', 'percent', 23], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <=, 1, 31@Int), <, 1, 31@Int), ['0'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<=', 'percent', 31], '<', 'percent', 31], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <=, 1, 31@Int), <, 1, 31@Int), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<=', 'percent', 31], '<', 'percent', 31], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <=, 1, 31@Int), <=, 1, 23@Int), ['0'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<=', 'percent', 31], '<=', 'percent', 23], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <=, 1, 31@Int), <=, 1, 23@Int), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<=', 'percent', 31], '<=', 'percent', 23], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <=, 1, 31@Int), ==, 0, Latino@Str), ['0'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<=', 'percent', 31], '==', 'race', 'Latino'], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <=, 1, 31@Int), ==, 0, Latino@Str), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<=', 'percent', 31], '==', 'race', 'Latino'], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <=, 1, 31@Int), ==, 1, 23@Int), ['0'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<=', 'percent', 31], '==', 'percent', 23], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <=, 1, 31@Int), ==, 1, 23@Int), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<=', 'percent', 31], '==', 'percent', 23], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <=, 1, 31@Int), !=, 0, African American@Str), ['0'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<=', 'percent', 31], '!=', 'race', 'African American'], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <=, 1, 31@Int), !=, 0, African American@Str), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<=', 'percent', 31], '!=', 'race', 'African American'], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <=, 1, 31@Int), !=, 1, 31@Int), ['0'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<=', 'percent', 31], '!=', 'percent', 31], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <=, 1, 31@Int), !=, 1, 31@Int), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<=', 'percent', 31], '!=', 'percent', 31], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, ==, 2, blue@Str), <, 1, 31@Int), ['0'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '==', 'color', 'blue'], '<', 'percent', 31], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, ==, 2, blue@Str), <, 1, 31@Int), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '==', 'color', 'blue'], '<', 'percent', 31], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, ==, 2, blue@Str), <=, 1, 23@Int), ['0'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '==', 'color', 'blue'], '<=', 'percent', 23], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, ==, 2, blue@Str), <=, 1, 23@Int), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '==', 'color', 'blue'], '<=', 'percent', 23], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, ==, 2, blue@Str), ==, 0, Latino@Str), ['0'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '==', 'color', 'blue'], '==', 'race', 'Latino'], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, ==, 2, blue@Str), ==, 0, Latino@Str), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '==', 'color', 'blue'], '==', 'race', 'Latino'], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, ==, 2, blue@Str), ==, 1, 23@Int), ['0'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '==', 'color', 'blue'], '==', 'percent', 23], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, ==, 2, blue@Str), ==, 1, 23@Int), ['-1', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '==', 'color', 'blue'], '==', 'percent', 23], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, >=, 1, 23@Int), <, 1, 31@Int), ['0'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '>=', 'percent', 23], '<', 'percent', 31], ['race']]
    # SelectCol(SelectRow1(SelectRow1(@param0, >=, 1, 23@Int), <, 1, 31@Int), ['-1', '-2'])
